"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
7,2021,12,10,5.34,11.27,0.44,3,2,61017,95.54,0.54,9.04,1,41856,1,75.77,2576,7.56,96587,0.44,39.24
4,2023,15,3,14.88,1.28,7.76,3,1,662265,97.68,3.89,5.97,1,41452,0,89.68,4601,5.72,80854,0.01,73.85
3,2024,1,10,2.19,9.58,8.08,2,2,280897,76.18,1.92,8.4,3,26944,1,78.21,1658,0.86,19629,0.44,42.81
6,2024,9,3,9.14,5.92,1.68,0,2,426930,62.45,3.94,3.25,1,21516,0,64.88,796,3.11,52464,0.41,52.41
3,2020,12,3,5.54,3.84,4.45,0,0,270989,74.24,2.86,5.300888889,3,9683,1,63.51,3628,0.96,52275,0.85,66.25
3,2022,6,8,19.52,14.6,1.4,1,0,234274,68.58,2.41,1.45,0,41782,0,96.36,2380,8.33,24546,0.48,84.78
6,2022,16,1,8.58,2.35,2.66,1,2,133436,71.5,4.12,8.16,1,28920,0,56.72,2427,0.35,63865,0.62,62.21
6,2024,4,6,0.55,8.49,9.99,1,1,467254,85.76,2.853455882,4.86,2,1612,1,72.08,2461,2.64,81107,0.52,52.17
1,2022,3,2,11.38,14.12,8.47,3,2,815155,89.87,4.53,7.69,3,32768,1,72.75,4590,7.96,14069,0.73,82.15
2,2023,7,6,16.67,14.32,1.47,3,0,961241,51.49,1.8,6.1,3,36026,1,73.35,3099,0.53,50884,0.7,26.2
6,2021,3,8,3.57,12.94,2.1,0,1,590694,76.11,4.86,5.34,0,46825,0,88.43,4551,6.94,71727,0.63,70.93
7,2022,11,3,10.24,8.86,5.75,0,2,268567,53.51,3.56,3.95,2,13033,0,80.05,146,5.23,83285,0.56,66.96
2,2023,0,2,5.33,5.32,0.74,3,1,678122,66.25,3.35,6.01,2,49845,1,56.61,2646,2.77,56516,0.55,36.42
0,2023,19,10,18.73,5.74,9.71,1,2,897857,68.43,3.39,8.91,2,11351,1,63.78,1209,2.41,42641,0.86,25.87
5,2022,13,2,1.84,2.05,6.25,2,0,622039,90.37,2.32,8.5,3,16214,0,85.67,1198,3.71,35852,0.49,55.23
5,2023,6,3,16.2,12.61,9.08,3,1,983481,75.98,0.73,4.24,1,8091,0,85.52,1234,2.14,31256,0.73,61.56
0,2022,14,10,9.97,13.12,5.53,2,0,756002,95.56,3,7.14,2,32440,1,53.85,2120,0.95,65889,0.77,37.3
7,2022,19,3,8.23,14.21,4.13,3,0,608592,57.72,4.58,5.86,1,10695,1,96.19,953,1.66,72537,0.79,34.98
5,2021,3,1,15.2,11.58,1.27,1,1,892740,60.29,4.14,5.089777778,1,41013,0,87.42,1834,4.51,37306,0.87,61.45
3,2023,7,10,19.63,2.66,9.16,2,0,584116,93.85,2.87,0.81,0,39971,1,83.59,1894,0.18,42153,0.78,85.81
4,2021,18,1,12.64,11.82,7.75,2,1,601318,76.74,1.94,7.22,3,11025,1,72.9,312,3.35,99342,0.73,50.16
1,2022,7,7,11.38,1.45,4.5,3,2,24129,89.94,3.97,5.27,3,31557,0,73.31,2863,7.08,97953,0.72,53.93
4,2020,3,9,13.31,1.47,3.62,3,1,853351,59.29,1.63,9.82,1,39393,0,87.34,3286,3.75,34163,0.45,86.56
0,2023,3,0,10.02,7.51,0.11,3,1,883636,88.96,2.39,2.69,2,38877,0,80.1,546,5.27,82649,0.6,39.04
7,2020,3,0,11.17,11.64,5.62,1,2,815420,79.08,4.3,0.69,3,33385,0,62.42,3573,2.68,59658,0.72,39.8
5,2024,5,6,7.79,4.29,1.88,0,0,350256,70.58,4.77,8.73,3,49804,0,89.24,723,8.86,72118,0.9,83.24
5,2021,10,9,18.46,7.44,1.58,0,1,505636,79.09,0.75,4.16,0,18890,0,96.6,734,5.61,13658,0.61,30.01
5,2024,18,8,14.82,10.27,2.9,3,0,148996,52.97,1.12,2.26,2,20312,0,93.61,2959,5.66,78901,0.79,63.32
6,2022,5,0,6.47,10.51,7.2,2,0,364694,78.95,1.61,1.65,1,44003,1,61.68,2569,3.48,97909,0.86,42.19
4,2023,16,0,20,9.63,3.47,1,1,783181,88.36,3.61,3.33,2,21165,0,87.95,3639,4.93,80755,0.6,45.17
0,2021,10,4,9.2,13.09,6.41,2,2,718309,64.38,2.35,7.28,1,18942,0,67.26,1509,1.43,74265,0.52,46.01
4,2022,9,8,12.46,9.31,3.45,3,0,159093,69.92,3.79,5.86,1,9295,1,77.55,280,7.48,29879,0.75,60.63
7,2021,4,0,2.7,9.54,6.15,1,1,311191,65.36,3.6,1.39,2,20223,1,68.66,410,4.54,77902,0.86,54.25
0,2023,13,1,10.66,7.76,3.66,2,0,447426,95.7,1.74,1.83,3,36038,0,76.47,2711,9.68,12631,0.55,86.82
2,2024,14,7,8.99,4.38,9.01,2,1,757504,68.6,3.01,5.45,1,19233,0,64.6,208,7.84,54032,0.42,56.79
7,2020,15,7,19.79,1.78,5.92,2,0,324611,63.01,4.17,2.71,0,6506,0,81.42,3212,4.42,77528,0.73,34.43
2,2024,7,5,0.61,0.88,1.38,1,1,482413,81.82,4.44,4.21,1,46297,1,63.71,1203,8.82,12321,0.73,39.72
6,2023,7,3,2.28,5.13,9.13,2,1,754563,90.21,1.53,8.89,1,45331,1,71.2,2826,2.34,76223,0.55,55.45153285
5,2023,18,10,7.08,14.04,4.3,3,0,864202,99.01,4.98,9.47,0,36243,1,65.64,1141,2.75,1295,0.72,39.02
4,2022,3,10,17.28,10.85,7.73,2,0,754793,77.88,1.71,4.46,3,10059,1,92.03,1714,5.66,584,0.53,34.11
7,2022,1,10,12.45,13.57,5.01,0,0,525354,61.88,4.61,3.12,2,37380,1,68.76,4480,2.97,41588,0.47,23.24
6,2021,4,1,9.49,4.46,8.03,2,2,20285,87.96,1.26,0.7,1,21293,0,53.08,3709,7.43,14323,0.63,60.81
2,2024,19,2,12,13.26,4.31,3,2,51888,98.98,2.51,6.03,3,29835,1,91.86,1611,4.33,50357,0.67,72.24
2,2024,9,1,3.37,7.52,6.41,3,1,683063,57.48,4.9,6.34,0,31577,0,71.24,1109,3.83,25622,0.56,67.69
7,2024,16,6,10.89,2.35,5.99,1,2,651718,87.76,2.27,5.606641221,2,15981,1,72.46,751,3.59,1620,0.46,63.72
3,2021,3,8,6.39,7.53,8.2,2,0,628008,84.21,3.96,8.62,0,4171,1,80.31,958,2.83,16667,0.63,77.55
7,2023,13,3,9.26,7.44,0.9,1,2,721978,74.96,3.25,8.14,2,1529,1,54.11,2574,5.16,33368,0.75,37.92
7,2024,0,1,6.42,4.3,2.45,1,1,66546,89.93,3.25,2.88,3,37373,0,95.45,639,7.24,24003,0.82,39.75
7,2023,17,2,1.06,11.35,7.05,1,1,619873,71.62,4.84,8.49,3,33947,1,90.05,1089,7.66,83076,0.84,77.83
7,2021,15,2,8.91,1.49,9.37,0,1,534563,86.87,4.47,6.26,3,4840,0,80.95,3743,8.82,68468,0.9,23.88
3,2022,2,9,0.78,4.61,5.96,1,0,539356,58.01,4.76,2.14,3,21643,0,84.08,4668,5.19,72323,0.75,36.78
4,2023,4,3,6.22,1.07,2.75,0,1,249213,77.05,4.86,0.96,3,16265,1,55.15,3943,5.63,73882,0.53,52.59
7,2021,2,7,8.25,5.91,4.35,1,2,126739,90.59,4.43,9.88,1,17081,0,74.82,1457,4.8,65749,0.83,85.73
3,2022,13,5,4.87,3.88,4.48,0,2,919563,76.87,4.97,0.8,0,30035,0,68.39,1431,2.32,18250,0.86,76.79
6,2024,6,10,7.37,7.29,6.23,1,1,798590,84.82,2.58,3.97,1,396,1,74.93,2285,3.94,28819,0.68,53.19
3,2022,12,2,10.68,7.3,0.98,0,2,957285,60,1.84,3.56,3,45135,0,95.04,4645,1.73,98644,0.69,53.29770833
4,2020,6,6,1.94,12.19,5.38,1,0,430124,71.45,3.14,2.26,0,31352,1,84.67,4514,6.49,95118,0.49,38.01
4,2023,18,2,13.6,0.94,3.03,3,0,681291,82.17,1.16,8.34,3,1284,1,75.19,2420,4.68,1322,0.74,63.13
3,2024,15,6,8.08,5.3,8.22,0,0,343448,51.39,4.01,6.39,3,1015,0,89.37,2253,4.78,47116,0.7,55.58
5,2023,0,0,17.26,12.03,8.46,2,1,839196,69.41,1.2,1.61,0,40543,1,90.38,4557,0.88,71526,0.89,32.66
0,2021,8,0,13.77,14.04,4.11,2,2,392778,50.83,0.85,4.36,2,27285,1,51.19,2311,7,76248,0.81,25.42
5,2022,15,0,13.56,3.13,5.59,3,1,91576,77.41,4.11,0.58,2,21635,1,68.24,141,2.68,32741,0.55,61.75
4,2023,1,0,10.48,13.42,1.84,3,0,800414,87.04,1.59,1.78,2,2599,1,50.71,541,8.78,57601,0.73,28.91
3,2023,3,8,4.16,13.02,6.29,1,0,49485,63.76,4.57,6.35,0,28169,1,62.9,1267,1.04,7987,0.57,79.38
7,2022,13,8,8.64,13.36,5.89,1,2,236711,86.82,4.41,5.97,3,7919,0,66.24,887,5.03,92237,0.47,30.13
0,2022,4,6,13.04,8.39,4.93,3,2,665432,60.16,0.82,8.77,0,34245,0,54.69,2399,6.26,70263,0.58,89.56
5,2021,14,2,19.74,4.45,2.21,2,0,925101,64.39,4.74,2.6,2,36901,0,59.3,2224,3.3,6806,0.55,26.6
0,2024,12,3,19.21,3.51,5.77,0,2,428525,98.39,3.83,2.53,1,4284,0,54.03,2808,5.9,89783,0.65,78.01
4,2020,17,2,16.17,10.91,6,1,1,668748,74.86,3.11,3.9,3,37905,1,56.15,2855,7.62,77717,0.85,50.47
5,2020,5,10,6.97,1.92,1.24,1,1,587171,65.92,4,8.54,1,21670,0,78.8,467,4.1,82634,0.86,34.89
7,2020,9,7,4.61,1.07,6.63,2,0,23229,88.89,4.61,1.11,3,807,1,81.21,2160,7.18,21176,0.42,83.02
3,2024,5,10,6.93,2.19,0.91,1,2,434650,80.23,3.29,1.34,1,9271,1,92.33,2379,7.37,97338,0.84,21.45
3,2021,3,2,15.06,14.64,2.56,1,1,611218,75.11,2.35,7.46,1,9738,1,63.87,505,9.39,50151,0.6,51.03
6,2024,14,7,0.93,1.96,2.78,3,1,980613,96.84,4.05,4.9,2,25176.5,1,60.24,1037,9.48,15252,0.89,78.2
7,2024,11,7,13.73,12.14,7.01,1,2,626884,78.31,4.27,7.61,3,42097,0,62.45,3474,9.07,58388,0.51,57.14
5,2021,5,0,7.38,8.63,7.85,3,1,153448,65.02,0.71,4.68,2,9991,0,98.07,3160,7.5,58161,0.46,63.88
2,2022,19,8,18.54,8.91,2.91,0,1,161691,79.39,4.2,1.6,0,31768,0,60.89,3095,0.06,28872,0.58,26.47
6,2021,6,7,9.78,12.38,1.03,3,2,52605,97.78,4.96,8.3,1,25666,1,85.95,1796,1.11,506,0.52,60.75
3,2023,19,7,6.25,11.35,9.66,1,1,237714,69.38,2.82,4.86,0,28546,0,77.44,2711,9.67,10899,0.82,47.51
4,2024,12,10,6.3,2.1,7.07,3,2,916566,79.36,4.63,0.83,1,32659,1,84.87,3121,0.77,509523.1992,0.84,29.95
7,2023,3,6,15.28,9.44,1.23,2,2,806222,64.63,3.22,9.6,0,25279,0,78.59,4566,4.93,39343,0.49,72
1,2021,11,5,1.13,6.11,8.4,2,0,161369,56.84,4.96,1.36,1,44727,0,52.51,1568,8.25,75733,0.41,85.11
0,2020,16,6,10.96,12.38,0.82,1,0,553345,50.24,3.7,9.33,1,40435,0,61.05,317,5.21,47662,0.62,45.28
6,2020,16,0,1.86,10.36,2.49,0,0,867361,95.22,2.74,2.83,2,33806,1,90.84,1654,3.22,48962,0.53,32.47
3,2020,18,9,8.08,6.97,6.2,1,2,438027,69.37,4.1,3.13,1,45210,1,84.11,2227,3.76,69389,0.42,73.89
4,2024,2,9,0.16,12.25,9.41,3,0,308979,51.57,3.97,1.77,1,8141,0,68,3871,1.71,32645,0.4,20.88
0,2023,0,3,4.78,9.78,6.56,1,2,150454,99.9,3.05,5.95,2,7464,0,60.83,3788,8.66,59045,0.5,25.83
4,2024,3,5,3.25,13,6.23,1,2,693041,96.41,3.11,8.99,3,38753,0,73.66,1876,8.36,87523,0.47,80.7
4,2020,2,9,12.12,10.35,1.15,3,2,202448,78.63,2.67,3.9,2,43975,1,71.43,4387,3.16,18271,0.88,43.52
1,2020,0,0,3,9.9,9,2,0,90409,72.87,2.857565217,6.21,0,27485,0,81.56,1640,6.75,33131,0.76,55.48
6,2022,17,3,0.39,4.17,3.75,1,0,30776,75.53,1.07,8.66,2,30255,1,63.69,141,1.29,95738,0.51,53.06
3,2022,11,6,5.73,11.54,7.71,1,1,682898,80.85,1.78,1.34,0,40345,0,88.06,823,5.28,27712,0.9,42.07
6,2023,2,3,18.76,9.16,6.74,2,1,777554,57.31,2.815467626,6.92,0,33235,1,53.38,2568,0.57,31196,0.4,46.21
3,2024,10,1,1.41,9.71,3.74,3,1,296291,69.67,2.72,5.67,1,21053,1,95.45,1826,2.01,36089,0.6,62.31
3,2024,13,4,9.79,6.45,2.92,1,0,302090,64.22,4.68,8.91,3,34359,1,87.23,1994,6.74,47905,0.63,22.76
1,2023,7,9,3.73,11.77,4.47,3,1,244530,95.04,4.94,8.97,0,17534,1,68.24,3710,0.92,638,0.44,86.9
1,2024,1,1,15.53,12.47,5.41,2,0,900356,53.97,4.27,2.4,0,40081,0,94.48,1617,4.69,32868,0.84,63.8
1,2023,9,2,10.91,13.05,1.95,1,2,835931,51.07,1.56,3.39,0,35178,1,78.96,4255,9,55583,0.77,70.37
5,2020,4,2,14.44,3.3,6.5,3,0,238614,68.72,2.21,1.01,2,27773,0,70.25,4496,4.53,65789,0.81,81.77
0,2020,18,4,2.44,8.95,8.24,0,2,616135,83.29,0.64,5.94,2,29457,0,87.96,4147,8.3,22095,0.89,54.27
5,2021,0,9,13.55,0.62,8.18,3,2,453760,50.42,2.37,8.75,2,21347,0,57.35,1087,3.81,49639,0.53,39.07
0,2020,2,2,11.66,3.08,6.07,1,1,972172,69.77,4.29,3.74,0,28802,1,94.67,4657,5.24,88412,0.49,69.52
5,2024,12,7,7.1,6.78,4.23,2,1,847683,82.39,3.28,4.75,2,5181,0,70.88,997,0.26,54475,0.43,49.37
1,2024,3,1,0.5,4.36,0.13,2,1,973953,53.84,2.25,6.43,2,6774,1,51.46,2857,3.58,67635,0.43,62.64
3,2022,3,4,8.16,7.14,3.41,3,2,99047,90.53,4.15,5.76,0,1982,1,77.14,631,1.18,70059,0.6,34.54
2,2022,0,5,9.565,6.88,5.86,3,2,345638,77.95,4.54,9.01,3,3231,0,90.2,662,7.85,69920,0.51,120
5,2020,9,6,18.3,14.64,5.63,2,0,159133,51.23,3.44,5.196764706,2,16575,1,64.18,854,0.52,33952,0.72,62.5
0,2023,14,0,3.73,0.34,4.22,0,1,973686,63.07,1.66,6.8,2,31947,0,50.88,1302,4.77,76999,0.88,36.6
1,2023,14,9,9.14,13.78,5.7,3,0,576069,71.91,2.02,6.93,3,31939,0,55.46,3200,9.94,23597,0.71,66.61
6,2021,11,3,8.41,11.69,7.55,2,1,310204,90.81,2.01,8.38,1,29849,0,56.02,3856,0.17,68227,0.63,26.37
6,2020,12,2,5.23,2.58,4.1,1,2,649198,94.2,3.65,1.33,1,28358,1,83.57,2205,1.9,39707,0.57,52.69021583
7,2022,1,9,17.06,5.47,2.86,1,1,246599,91.65,1.92,8.23,1,38877,1,84.09,949,8.77,7153,0.6,80.31
4,2022,18,2,5.81,7.7,6.87,1,2,938777,82.12,1.1,6.56,1,38387,0,90.58,628,9.28,47295,0.87,31.19
0,2021,11,0,14.88,4.19,9.63,1,2,131811,88.57,2.69,4.33,3,5809,1,64.16,3622,2.26,70655,0.53,67.61
6,2023,6,9,9.32,8.92,5.45,1,0,460559,50.39,3.76,7.89,2,2747,0,84.34,4228,0.53,43541,0.43,51.85
7,2023,2,9,4.02,0.66,8.75,0,1,604540,92.34,4.59,5.84,3,11397,1,88.59,437,1.05,28741,0.01,27.78
7,2024,14,8,10.56,8.21,7.71,0,2,789823,81.16,2.93,2.51,2,32938,0,58.32,2607,7.07,46425,0.66,56.94
2,2023,7,7,1.35,8.94,6.79,3,1,206483,58.85,4.27,7.39,1,46831,0,65.83,4797,5.26,63991,0.89,63.46
1,2021,3,1,3.85,9.07,7.51,0,1,122373,70.77,0.95,1.53,2,2482,1,82.8,4834,3.9,70172,0.89,52.65
1,2020,16,6,16.14,7.23,9.78,2,0,94935,59.12,1.53,4.64,2,18751,1,82.86,1101,8.17,12304,0.61,57.66
7,2021,3,0,10.31,5.1,7.74,3,1,753832,75.03,1.82,2.78,3,36449,0,79.02,3829,9.83,71732,0.71,52.05
0,2023,16,3,2.68,8.11,6.57,3,2,752948,58.25,1.34,9.26,3,24865,0,58.13,149,0.42,89167,0.41,56.43
5,2023,18,9,9.9,8.4,7.03,3,2,149370,98.21,4.99,9.78,3,40062,0,67.34,4948,8.67,53467,0.85,43.89
3,2021,1,10,3.1,6.75,6.91,0,2,962532,74.08,0.93,4.55,3,16049,0,88.15,1595,5.3,49766,0.77,54.16
3,2021,5,6,14.96,0.86,2.83,1,1,815413,93.4,4.77,1.52,2,34441,0,92.02,3271,9.29,509523.1992,0.72,78.98
3,2024,8,6,3.1,13.71,4.47,3,1,479931,71.27,0.77,2.63,1,35968,0,58.71,1839,5.1,43975,0.59,39.15
2,2024,12,1,2.23,2.51,5.8,2,0,161962,71.13,0.63,9.66,0,7499,1,79.69,4122,0.1,62484,0.66,71.21
3,2021,10,1,13.41,9.33,0.21,0,2,667149,75.2,0.51,6.39,2,2982,0,89.73,358,2.5,45373,0.75,57.28
3,2022,12,3,5.14,9.78,7.94,3,0,36154,73.91,1.2,1.23,2,40226,1,74.76,4783,3.45,43416,0.74,72.47
5,2020,10,3,2.51,6.15,8.44,0,1,286884,60.05,4.35,5.48,3,29062,0,76.43,2603,8.05,57740,0.87,68.04
3,2020,5,0,3.25,8.63,6.85,0,0,969294,99.66,1.52,5.67,0,49797,0,80.59,4724,1.29,86734,0.76,75
5,2022,19,0,19.26,12.24,5.38,2,1,466531,81.83,4.3,3.08,1,6546,1,64.94,405,5.02,3718,0.42,42.51
4,2021,16,5,12.4,13.22,3.47,1,2,591013,75.07076087,3.86,9.51,2,37506,1,64.03,4437,2.7,52984,0.49,43.34
7,2023,18,4,0.3,11.73,3.74,3,0,446065,66.04,4.19,6.26,0,23398,1,75.41,804,2.96,59202,0.86,36.05
1,2022,10,3,14.28,4.99,2.09,1,0,350716,67.36,4.14,9.36,0,27370,1,96,4103,1.09,713,0.7,49.7
1,2020,14,5,11.92,4.7,4.65,1,2,737120,66.43,3.23,8.61,1,17854,0,74.63,1996,4.66,28691,0.44,62.16
2,2024,2,10,9.51,4.84,2.26,0,2,795223,64.89,3.4,0.97,3,25197,0,82.47,2680,9.78,13510,0.78,75.57
2,2021,15,5,8.15,4.7,9.43,2,0,34329,91.31,2.14,2.5,1,40784,0,88.76,1401,7.45,67217,0.5,57.49
5,2020,15,3,12.49,14.69,7.49,0,1,94146,52.17,2.3,6.45,0,29892,0,79.38,302,5.99,39867,0.85,27.63
0,2021,6,10,5.46,10.91,2.05,1,2,72016,55.28,2.99,6.55,1,27234,0,71.7,269,4.03,88301,0.82,81.73
4,2020,15,4,10.53,0.38,1.52,0,1,364154,90.22,0.53,6.96,1,43800,1,93.81,163,4.97,42779,0.9,71.29
6,2021,1,8,16.46,14.81,4.28,1,1,33111,77.73,2.18,3.1,2,18572,1,93.63,330,4.45,75702,0.57,30.53
7,2022,14,9,10.4,0.45,9.48,2,1,267905,79.65,1.1,9,3,16517,0,75.22,4694,7.87,73827,0.56,82.76
1,2021,16,4,12.69,5.2,6.48,3,1,57608,87.3,1.59,9.98,1,16925,1,52.7,1608,7.47,3269,0.55,70.15
4,2024,11,1,19.34,1.23,4.82,0,1,694647,95.07,4.32,7.57,0,26235,1,76.51,19,2.16,75842,0.63,87.49
1,2024,3,3,8.97,4.71,2.04,3,1,719443,78.74,0.55,4.03,3,45586,0,95.7,4355,2.72,94531,0.63,34.35
7,2024,18,0,10.3,13.7,6.97,3,0,708110,80.55,2.32,4.86,2,11450,1,78.29,2757,5.19,14126,0.88,46.76
4,2020,0,7,10.53,11.4,8.77,3,1,60296,73.47,4.09,7.21,1,26934,1,98.52,2308,9.53,63960,0.56,37.01
4,2020,8,10,0.67,9.86,2.02,2,0,982832,74.19,2.16,5.77,2,6455,0,68.64,1637,7.31,40990,0.82,39.07
5,2023,13,0,7.73,8.02,6.56,3,0,729506,63.7,0.64,8.4,2,40112,1,66.28,2263,0.7,19776,0.6,28.75
4,2022,10,1,6.21,11.04,0.92,3,1,860310,84.04,4.43,8.46,2,47099,1,96.26,4432,0.06,65198,0.57,46.41
3,2020,12,7,0.87,5.94,6.97,3,2,167262,95.07,1.91,6.05,0,46982,1,51.88,3477,6.17,30143,0.64,69.81
5,2021,15,3,5.59,0.79,3.55,1,0,165165,65.49,4.34,2.4,3,38843,1,52.66,4036,1.39,974,0.66,66.86
6,2023,15,1,14.88,2.3,3.47,1,0,748229,59.36,3.77,7.47,0,34859,0,53.02,4491,1.33,69957,0.73,73.38
5,2022,8,4,6.2,13.95,9.92,1,2,630495,80.23,0.85,2.83,0,26516,0,90.73,802,9.77,47693,0.76,77.73
2,2022,10,5,18.35,8.1,4.49,1,0,28636,87.69,4.86,5.31,3,26721,0,93.38,115,2.16,46427,0.82,22.36
3,2022,18,8,14.63,14.54,4.76,1,2,646266,70.11,1.68,2.92,3,27603,1,76.27,3028,9.47,66312,0.43,38.96
3,2021,2,5,12.14,0.47,0.62,0,2,1593,61.32,3.25,1.29,3,6173,0,65.51,2801,1.94,28282,0.73,45.42
0,2020,5,9,12.32,3.27,2.29,2,0,340282,80.05,4.16,8.78,0,33181,0,64.02,1503,7.34,23649,0.67,41
3,2020,14,8,4.44,14.43,0.26,1,0,328352,93.66,2.583955224,6.28,2,14719,1,60.3,4674,8.65,59520,0.49,79.08
4,2022,11,3,16.18,5.92,1.03,0,0,67279,65.36,1.47,6.35,1,41652,1,77.22,19,2.27,71413,0.81,77.52
5,2021,12,5,10.78,3.45,1.41,2,2,718401,67.99,3.15,3.79,1,15641,1,93.67,1153,2.7,981,0.79,47.8
3,2021,14,4,5.76,4.73,4.98,0,1,160539,75.52,1.1,3.26,3,14405,0,93.56,4559,6.94,66692,0.55,32.79
4,2021,8,7,2.14,0.55,2.21,1,2,514065,83.39,4.85,3.07,1,26518,1,98.23,3849,2.37,51828,0.51,56.77
1,2023,14,10,7.15,14.03,4.2,0,2,148806,78.95,2.52,5.21,3,42354,0,78.63,4931,6.74,6732,0.83,47.87
0,2024,1,10,10.36,9.535,1.7,3,0,448363,51.3,4.06,7.08,0,6583,1,64.08,3173,0.18,34571,0.49,57.38
6,2020,15,8,12.1,14.99,8.7,3,0,175479,73.36,3.67,5.25,2,22267,0,50.78,2700,0.37,85029,0.56,20.36
6,2020,15,1,10.6,1.86,9.6,1,0,107621,68.06,1.25,7.51,2,23322,0,78.32,1945,1.65,51364,0.89,41.22
4,2021,1,9,3.91,9.64,2.7,1,2,657261,75.07076087,1.87,7.28,2,2101,0,93.08,3235,0.16,62494,0.63,86.92
6,2020,9,4,13.99,9.04,7.38,2,1,855177,62.59,4.89,4.11,0,46587,0,79.63,166,7.27,33988,0.87,67.06
6,2023,5,4,17.48,14.73,4.35,3,0,177399,84.02,2.96,3.34,1,2703,1,78.39,2135,1.16,23772,0.63,78.24
5,2023,6,2,1.53,9.77,8.38,0,1,895027,85.84,2.95,5.264383562,0,9093,0,62.35,4472,0.37,12407,0.43,70.42
6,2024,16,3,13.42,5.5,8.25,3,1,779571,98.27,2.73,1.44,2,18757,1,95.12,3045,2.1,94399,0.79,79.76
2,2021,4,6,13.13,14.26,0.82,2,2,805544,56.52,1.21,2.14,3,43822,1,57.4,264,3.43,55485,0.83,45.76
0,2020,14,10,16.15,9.39,2.14,0,0,938269,51.51,3.45,5.74584,1,15835,1,80.64,4621,2.14,15394,0.61,53.58
2,2023,14,0,7.24,9.59,5.645,1,2,862838,53.85,3.71,7.43,3,13410,0,65.81,1561,8.75,26043,0.84,84.76
7,2021,7,1,8.38,11.88,2.13,0,1,908426,91.9,4.36,8.88,2,41928,1,53.13,3912,3.95,590,0.8,26.13
0,2024,13,0,13.31,3.63,2.63,3,1,330920,84.55,1.36,0.68,0,39396,0,51.64,4198,4.78,2225,0.85,20.45
5,2023,0,2,4.16,8.41,2.6,1,0,662160,50.85,2.01,5.25,3,20329,0,81.97,2338,7.13,22380,0.54,66.59
2,2022,14,9,15.45,11.82,5.01,0,2,996077,84.47,3.05,1,0,39279,1,52.91,3068,5.33,11417,0.48,65.46
2,2024,6,4,4.89,3.06,1.04,0,1,363764,85.07,3.35,3.94,3,49873,1,97.26,2942,5.02,19086,0.63,59.72
6,2023,10,3,3.8,11.42,6.86,2,1,59228,69.23,2.87,3.09,0,33521,1,68.15,1462,3.92,57046,0.83,53.87
6,2022,17,1,8.38,11.08,0.84,1,2,888643,72.54,3.65,1.73,3,41737,1,94.61,3913,4.37,9983,0.49,69.07
7,2020,15,0,5.33,4.11,6.73,3,1,915162,51.24,0.84,8.38,3,3497,0,89.02,4984,6.11,8606,0.72,49.52
1,2023,12,2,5.95,9.34,2.89,1,1,320015,75.41,4.93,7.46,2,35007,1,76.92,1742,3.54,10242,0.67,50.59
4,2020,7,1,17.39,3.17,5.3,3,1,823720,96.17,0.9,7.85,1,15290,1,71.28,4440,4.94,22592,0.7,55.28
5,2024,9,10,11.11,7.28,7.81,2,0,412743,82.86,4.43,6.07,2,32847,0,53.19,3782,2.87,61113,0.43,49.11
4,2022,3,3,15.44,2.45,8.74,2,2,158061,83.21,4.13,6.66,0,8994,0,61.82,1590,6.96,46779,0.63,66.4
1,2024,12,10,7.1,8.82,9.52,3,1,324290,70.36,2.79,4.86,0,29129,1,78.07,3613,2.13,7773,0.8,68.33
4,2023,13,5,3.61,9.27,0.15,0,1,339236,71.89,3.99,3.31,1,18547,0,61.63,1024,9.33,77953,0.85,64.64
7,2022,14,6,8.38,1.89,3.45,2,2,235268,95.19,3.2,8.14,3,44917,1,74.22,3396,1.14,42617,0.87,38.33
7,2021,8,4,12.05,2.11,6.94,3,1,442689,82.62,4.42,9.26,0,16899,1,77.1,2770,5.24,18376,0.79,32.02
1,2021,3,6,11.72,0.65,2.97,3,1,636511,51.53,2.68,8.16,1,39476,0,90.68,2169,9.22,42286,0.44,76.03
7,2023,12,3,7.89,0.65,2.16,1,0,497261,73.98,1.06,0.56,3,14171,1,52.07,2091,1.86,72948,0.67,47.35
1,2024,7,1,7.21,5.53,8.39,3,0,710508,81.01,1.52,9.32,3,33528,0,65.59,4600,2.4,16968,0.77,27.33
6,2020,7,8,6.72,5.75,5.54,3,1,481814,77,2.11,7.03,0,6759,1,69.77,4422,4.5,93220,0.84,38.18
3,2023,2,0,11.43,2.78,3.79,1,0,290652,85.81,3.44,4.95,3,39553,1,88.53,3862,0.3,69657,0.67,58.92
0,2021,11,0,0.41,13.65,6.35,0,0,26670,73.47,3.82,8.42,2,11093,0,59.21,4917,3.03,71646,0.42,68.57
2,2023,2,0,9.78,1.72,4.77,3,0,682954,90.5,3.96,6.29,2,39832,0,57.09,2081,0.71,87977,0.83,48.84
7,2022,12,10,18.01,10.3,4.11,2,1,958715,88.97,2.673594771,8.5,0,4970,1,87.01,3741,9.39,17228,0.86,34.95
1,2021,18,1,5.85,7.36,4.27,1,0,194985,54.06,3.32,2.15,2,25787,0,67.54,3772,0.19,40666,0.55,73.23
