"country","disease_name","disease_category","age_group","gender","treatment_type","availability_of_vaccines_treatment","year","prevalence_rate","incidence_rate","mortality_rate","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","average_treatment_cost_usd","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"India","Cholera","Neurological","Child","Female","Therapy","No",2023,3.99,0.68,1.75,653766,98.8,2.56,2.87,40237,58.68,3428,0.81,65989,0.74,33.74
"USA","Diabetes","Parasitic","Adult","Male","Medication","Yes",2023,15.45,13.64,6.23,318313,60.19,2.36,2.12,34524,59.21,1113,7.7,92785,0.64,85.6
"UK","Alzheimer's Disease","Chronic","Senior","Male","Vaccination","No",2020,15.26,10.8,9,600274,98.5,1.87,7.7,292,97.43,305,7.46,26138,0.81,84.99
"USA","Cancer","Autoimmune","Child","Male","Therapy","No",2024,1.51,9.88,2.44,4796,59.8,1.72,7.37,41197,87.7,2280,6.82,81629,0.69,38.28
"China","Polio","Metabolic","Senior","Male","Vaccination","Yes",2021,14.58,13.98,1.23,923309,92.45,1.37,0.69,41468,58.16,2083,2.03,24445,0.61,23.64
"South Africa","Malaria","Neurological","Young Adult","Female","Vaccination","No",2023,13.5,1.51,6.37,472850,89.42,0.7,9.21,21942,82.82,2112,3.35,5084,0.59,62.77
"India","Dengue","Genetic","Young Adult","Other","Medication","Yes",2024,11.15,4.34,3.46,242402,58.03,2.72,6.95,32261.2,54.64,1545,2.92,47985,0.5,42.39
"USA","Zika","Respiratory","Young Adult","Female","Vaccination","No",2021,0.86,7.18,4.86,196423,85.16,4.16,3.93,11770,82.17,1242,5.86,88878,0.56,63.38
"UK","Malaria","Respiratory","Young Adult","Male","Therapy","Yes",2023,1.95,1.88,9.29,724471,55.76,4.21,4.75,30457,56.83,926,8.34,59499,0.5,78.28
"Argentina","Zika","Autoimmune","Senior","Female","Surgery","No",2024,9.72,8.17,5.08,266312,62.89,4.03,1.62,41568,72.22,2259,1.03,11914,0.73,51.26
"Nigeria","Rabies","Viral","Senior","Female","Medication","No",2022,4.94,9.54,5.04,579783,89.9,0.79,6.32,19932,90.52,511,5.06,80042,0.48,52.45
"South Africa","Leprosy","Respiratory","Senior","Other","Therapy","No",2023,7.17,9.21,7.77,732419,97.18,4.63,5.7,25487,73.66,2449,1.64,6587,0.56,46.7
"Nigeria","HIV/AIDS","Bacterial","Senior","Other","Surgery","No",2020,17.76,8.22,2.47,35665,66.05,0.79,1.14,21931,87.84,1135,1.47,96656,0.64,41.84
"India","COVID-19","Autoimmune","Young Adult","Male","Medication","No",2020,7.1,7.47,4.62,701260,70.69,2.42,6.65,30296,68.04,2208,5.22,1866,0.78,55.31
"China","Rabies","Metabolic","Senior","Female","Medication","Yes",2022,6.45,1.92,9.07,22085,56.38,0.55,5,8914,65.42,178,7.54,11461,0.68,22.51
"Argentina","Zika","Respiratory","Child","Female","Surgery","Yes",2024,6.7,8.64,0.81,796974,51,3.21,6.3,35137,66.53,2229,0.49,73980,0.63,66.03
"Nigeria","Leprosy","Chronic","Child","Female","Surgery","Yes",2023,17.37,9.65,3.19,672977,78.82,2.71,2.06,4645,80.67,4603,3,56329,0.53,42.89
"China","Leprosy","Bacterial","Adult","Female","Surgery","Yes",2020,1.05,9.42,6.48,663592,73.45,2.78,2.17,18888,87.26,1222,3.99,25914,0.44,21.55
"USA","Asthma","Genetic","Senior","Male","Surgery","Yes",2020,4.67,0.37,5.3,489824,73.86,2.74,7.99,15300,58.54,2451,8.59,61628,0.78,44.08
"China","Malaria","Infectious","Young Adult","Female","Vaccination","No",2024,12.86,5.33,6.19,830556,59.39,4.3,6.78,48681,89.08,3606,2.42,71855,0.73,48.2
"UK","Hypertension","Cardiovascular","Senior","Male","Vaccination","No",2020,9.05,4.01,8.52,248678,74.31,1.64,3.85,20460,65.22,2304,1.49,75004,0.83,27.36
"UK","Hypertension","Parasitic","Child","Other","Therapy","No",2021,2.49,14.83,4.49,962102,80.93,1.56,6.82,42801,54.37,3412,5.35,60605,0.65,64.55
"Argentina","Measles","Respiratory","Senior","Other","Therapy","No",2021,12.61,4.7,6.8,256076,90.24,2.12,2.33,47040,82.79,4180,2.97,89293,0.77,79.75
"UK","COVID-19","Neurological","Adult","Female","Therapy","No",2023,17.62,3.19,3.39,805842,82.26,1.58,5.8,22455,94.09,363,9.72,28040,0.67,49.04
"Russia","Tuberculosis","Metabolic","Senior","Other","Medication","Yes",2023,12.42,11.53,6.11,324500,97.35,1.41,2.62,22849.29,59.83,3795,1.23,10986,0.42,69.62
"Russia","Parkinson's Disease","Parasitic","Child","Other","Therapy","No",2022,18.55,8.22,9.92,955871,53.38,3.82,9.95,30772,86.99,3695,4.87,4795,0.52,89.31
"Nigeria","HIV/AIDS","Infectious","Senior","Other","Vaccination","No",2020,16.09,2.52,9.89,165139,89.25,2.03,9.29,24922,54.09,420,2.75,52532,0.87,29.41
"Argentina","COVID-19","Metabolic","Young Adult","Other","Vaccination","No",2020,13.78,1.26,2.89,910909,59.5,4.32,6.42,3993,72.36,1575,2.46,79692,0.83,55.86
"UK","COVID-19","Parasitic","Adult","Female","Vaccination","Yes",2021,2.35,2.81,2.26,280455,84.55,0.91,2.19,43883,92.21,3404,5.63,15426,0.45,81.06
"Russia","Polio","Genetic","Young Adult","Female","Vaccination","No",2022,2.1,2.5,9.14,311096,82.57,2.59,5.14,29252,93.87,4949,6.17,47394,0.7,41.27
"India","Influenza","Infectious","Child","Male","Vaccination","Yes",2021,12.92,13.64,4.23,111135,73.98,0.83,9.8,3491,76.05,179,8.22,82727,0.53,79.44
"South Africa","Dengue","Autoimmune","Young Adult","Other","Vaccination","No",2021,1.42,4.58,5.94,983631,70.16,2.17,9.16,23168,55.75,4904,3.83,61129,0.58,28.9
"UK","COVID-19","Cardiovascular","Senior","Female","Surgery","Yes",2023,13.53,1.57,5,155884,86.77,3.49,4.23,828,82.79,754,6.8,32544,0.8,34.3
"China","Leprosy","Parasitic","Young Adult","Male","Therapy","Yes",2020,16.86,1.88,8.31,80083,93.17,4.3,2.36,29850,70.21,1625,8.3,88002,0.46,40.81
"USA","Hypertension","Neurological","Adult","Female","Therapy","Yes",2020,9.08,13.83,8.87,115433,78.58,4.7,9.84,46675,59.71,1546,9.13,79805,0.48,66.44
"USA","Alzheimer's Disease","Autoimmune","Child","Other","Surgery","No",2020,5.04,8.65,4.45,327690,68.32,4.57,9.95,17605,91.92,3711,7.28,25683,0.61,43.09
"China","Tuberculosis","Bacterial","Child","Other","Medication","Yes",2024,3.44,4.85,7.62,19423,99.5,3.96,0.56,17410,64.56,650,1.18,38914,0.79,22.15
"USA","COVID-19","Parasitic","Senior","Male","Therapy","Yes",2020,8.29,9.89,8,1445,78.36,4.22,9.12,28373,74.05,754,4.02,39701,0.78,72.66
"South Africa","Cholera","Metabolic","Child","Other","Therapy","No",2024,19.26,12.67,6.18,427335,67.22,3.65,1.83,37816,59.19,2693,3.47,35264,0.54,85.97
"Russia","Ebola","Metabolic","Adult","Other","Surgery","Yes",2024,7.96,9.31,0.27,817970,94.87,4.98,3.5,5210,84.34,1218,5.3,37801,0.81,69.99
"UK","Measles","Chronic","Child","Female","Medication","Yes",2021,8.27,6.42,5.38,98871,97.94,2.82,7.56,49755,73.45,930,4.92,56064,0.88,120
"India","Hepatitis","Autoimmune","Child","Female","Therapy","Yes",2021,17.98,5.21,2.04,662661,70.51,4.62,6.95,49671,83.61,2671,5.44,91194,0.61,81.54
"UK","Rabies","Autoimmune","Young Adult","Other","Surgery","No",2022,0.78,3.08,1.71,915115,97.26,3.41,4.61,32817,70.5,2144,5.19,12801,0.56,65.84
"UK","Rabies","Metabolic","Senior","Female","Vaccination","Yes",2020,1.67,4.51,2.33,602943,98.75,4.62,5.8,48482,60.75,3700,8.65,8935,0.41,27.29
"India","COVID-19","Chronic","Child","Female","Surgery","No",2021,2.9,3.75,2.88,973913,93.11,3.05,2.89,20597,77.54,1332,9.92,13619,0.42,34.98
"China","Leprosy","Parasitic","Adult","Male","Therapy","No",2022,16.28,11.32,0.44,557832,79.72,1.9,3.52,16490,85.09,1594,3.43,55318,0.55,85.2
"UK","Asthma","Chronic","Senior","Male","Surgery","No",2021,12.97,14.21,8.34,20725,70.03,3,1.61,14886,58.29,3617,3.68,78682,0.82,81.16
"India","Alzheimer's Disease","Infectious","Adult","Female","Vaccination","No",2022,6.48,14.5,6.02,648486,85.11,1.15,8.6,14557,57.65,3098,9.14,9757,0.6,42.68
"South Africa","Malaria","Infectious","Senior","Female","Medication","Yes",2023,19.1,6.92,0.22,762030,55.16,1,1,41826,75.4,4219,6.13,31612,0.89,60.49
"Nigeria","Dengue","Autoimmune","Senior","Male","Therapy","No",2020,7.96,10.59,5.64,794771,73.03,2.58,7.42,33595,94.36,4578,6.63,86810,0.49,73.95
"South Africa","Hepatitis","Bacterial","Young Adult","Female","Therapy","Yes",2021,9.46,11.03,4.48,44058,70.92,1.92,8.9,42188,74.51,134,0.69,24788,0.82,79.33
"UK","HIV/AIDS","Autoimmune","Adult","Male","Therapy","No",2022,6.22,7.1,3.55,137226,91.24,3.58,6.8,6314,55.74,2625,1.24,63268,0.56,61.44
"South Africa","Polio","Infectious","Senior","Male","Therapy","Yes",2022,17.58,3.44,0.99,624098,83.24,2.89,5.13,25467,82.98,2274,3.11,89106,0.85,35.17
"UK","Hypertension","Respiratory","Adult","Other","Therapy","No",2023,19.34,12.74,4.71,478788,75.09,2.64,6.25,20851,85.12,776,5.89,10432,0.77,60.18
"Nigeria","Hepatitis","Chronic","Adult","Other","Therapy","No",2020,12.4,10.67,2.67,988994,65.1,3.62,1.51,10507,59.6,1761,5.42,34469,0.58,64.03
"Russia","Alzheimer's Disease","Parasitic","Child","Male","Therapy","Yes",2020,18.02,2.48,5.83,638998,60.57,1.97,8.03,11615,72.79,91,1.31,12553,0.84,59.02
"Argentina","Hypertension","Infectious","Child","Male","Vaccination","No",2023,8.61,8.37,4.16,653264,66.95,1.92,3.3,30918,71.28,4383,2.98,29580,0.69,49.3
"Nigeria","Diabetes","Autoimmune","Adult","Other","Medication","Yes",2022,0.79,3.53,0.51,487435,73.43,3.6,0.77,40047,98.65,4993,3.71,56995,0.6,83.66
"Nigeria","Cholera","Parasitic","Senior","Female","Surgery","No",2021,10.68,3.74,4.2,234144,68.91,1.17,3.77,46710,95.99,4663,2.95,80215,0.63,89.31
"Argentina","Parkinson's Disease","Viral","Senior","Female","Surgery","Yes",2022,1.13,7.07,9.96,334863,98.37,3.54,1.41,38103,90.89,1895,5.06,65673,0.72,23.88
"USA","Tuberculosis","Parasitic","Child","Female","Medication","No",2023,8.04,7.29,8.92,752060,61.82,4.12,1.63,2825,71.89,3357,3.96,60986,0.44,37.9
"Argentina","COVID-19","Cardiovascular","Child","Female","Vaccination","No",2022,4.31,12.14,7.64,775662,52.28,4.26,1.01,22895,76.74,4439,1.82,55927,0.56,55.56
"China","Parkinson's Disease","Parasitic","Child","Female","Vaccination","No",2024,3.62,7.5,4.97,3659,94.99,4.76,2.98,5466,53.93,1525,3.67,32072,0.88,55.12
"USA","Measles","Parasitic","Adult","Other","Surgery","Yes",2020,17.75,8.8,9.07,49194,98.97,4.4,6.82,24331,58.69,2630,9.03,36719,0.8,81.46
"South Africa","Hepatitis","Neurological","Senior","Other","Therapy","Yes",2024,4.44,7.74,7.3,734476,97.17,3.2,6.9,6227,95.46,2774,9.14,26629,0.77,63.73
"India","Asthma","Infectious","Child","Female","Vaccination","Yes",2020,17.43,12.49,0.76,813344,50.47,0.72,4.17,39216,53.44,1636,4.65,89469,0.84,67.85
"China","HIV/AIDS","Metabolic","Young Adult","Female","Surgery","Yes",2020,13.11,3.75,4.18,988484,97.33,1.2,5.69,16623,82.13,3218,4.51,10027,0.42,45.68
"UK","Parkinson's Disease","Parasitic","Child","Male","Therapy","No",2020,5.88,14.03,5.71,911021,52.15,3.96,9.02,26809,52.17,1580,4.87,76388,NA,35.08
"India","HIV/AIDS","Respiratory","Senior","Other","Therapy","Yes",2024,7.85,0.82,5.39,588312,67.11,2.37,8.41,36127,98.89,1525,3.38,79128,0.77,69.69
"Russia","Leprosy","Bacterial","Adult","Female","Therapy","No",2020,13.95,11.21,6.38,361157,53.33,1.47,0.79,20715,55.25,222,0.08,62647,0.62,54.74
"India","Polio","Respiratory","Young Adult","Female","Medication","Yes",2021,18.83,1.36,0.25,17202,83.23,1.35,1.64,23929,61.32,1133,5.7,41591,0.58,26.23
"USA","Influenza","Respiratory","Child","Female","Surgery","No",2020,2.8,2.51,1.2,34367,76.11,2.17,7.57,13755,76.38,2422,7.12,70305,0.67,28.26
"India","COVID-19","Bacterial","Senior","Female","Therapy","Yes",2023,19.79,2.96,5,582418,62.76,2.95,7.62,4393,93.57,3373,3.43,32858,0.64,41.94
"Russia","Malaria","Neurological","Senior","Female","Therapy","No",2022,1.8,12.56,9.73,304941,77.59,0.65,3.15,43254,77.08,1253,3.24,6101,0.5,53.85
"China","Zika","Neurological","Senior","Female","Surgery","No",2022,8.25,11.1,8.46,156159,96.42,2.55,3.23,43169,88.82,2213,1.09,16727,0.85,71.03
"Nigeria","Dengue","Cardiovascular","Adult","Male","Surgery","Yes",2022,12.05,14.13,8.63,919922,77.6,4.87,3.89,49457,73.49,4911,9.63,81795,0.54,74.19
"UK","Hepatitis","Autoimmune","Young Adult","Male","Surgery","Yes",2022,7.82,14.84,9.4,936020,60.44,1.7,4.53,37361,70.71,3988,7.34,74091,0.51,46.01
"Russia","Parkinson's Disease","Bacterial","Senior","Male","Therapy","No",2020,8.35,1.42,5.38,402148,74.28,4.83,2.21,13026,68.17,3969,0.99,95525,0.86,62.77
"India","Hypertension","Autoimmune","Young Adult","Male","Medication","No",2020,16.48,7.7,4.36,443943,75.79,2.67,2.37,45227,52.42,2971,5.33,943,0.4,50.73
"Russia","HIV/AIDS","Autoimmune","Young Adult","Female","Medication","No",2020,13.67,13.32,5.78,237909,86.24,1.42,8.44,33332,81.28,2473,0.08,31247,0.64,45.5
"Nigeria","Alzheimer's Disease","Autoimmune","Young Adult","Male","Surgery","No",2021,17.86,3.01,1.48,817872,62.58,1.99,5.16,12482,86.36,1674,1.79,NA,0.59,58.41
"Nigeria","Cholera","Cardiovascular","Young Adult","Female","Therapy","Yes",2021,15.55,10.4,2.56,358670,80.4,3.41,8.92,46335,67.12,242,2.49,99570,0.68,44.69
"South Africa","Measles","Parasitic","Child","Female","Surgery","No",2022,18.73,6.25,9.01,676723,71.21,2.34,9.45,14313,73.92,4560,1.64,45295,0.87,59.98
"Nigeria","Parkinson's Disease","Infectious","Young Adult","Male","Medication","No",2023,6.15,7.51,7.36,734112,69.6,3.15,2.13,28961,82.29,159,6.87,77628,0.53,69.36
"India","Hypertension","Genetic","Adult","Female","Medication","No",2021,4.02,8.88,1.75,395141,51.48,1.26,8.5,7063,52.87,2576,7.46,61443,0.54,37.54
"Nigeria","Influenza","Bacterial","Senior","Female","Medication","Yes",2021,15.55,13.82,1.73,349297,67.87,3.57,4.76,614,58.83,4020,3.2,9493,0.68,62
"UK","Zika","Viral","Senior","Female","Medication","No",2022,2.23,2.46,5.16,413339,53.93,1.65,3.36,48406,79.56,826,5.49,82599,0.86,29.15
"USA","Alzheimer's Disease","Chronic","Young Adult","Male","Medication","No",2021,19.74,2.83,3.17,665599,71.78,2.48,5.24,28153.83,64.48,2697,7.8,80908,0.52,38.01
"UK","HIV/AIDS","Genetic","Senior","Other","Therapy","Yes",2020,2.34,12.18,1.84,452328,83.43,2.28,2.76,28574,54.96,2182,5.55,99960,0.42,52.69
"China","Malaria","Neurological","Young Adult","Female","Therapy","No",2024,14.15,4.7,9.56,260932,82.39,2.9,6.31,31791,96.59,1525,1.18,27101,0.46,66.08
"Argentina","Cancer","Infectious","Senior","Male","Therapy","Yes",2022,0.77,2.81,2.7,379270,51.36,4.58,5.86,38149,79.7,4800,5.29,19785,0.73,78.87
"China","Alzheimer's Disease","Neurological","Young Adult","Other","Surgery","Yes",2022,5.98,14.93,9.44,55586,63.96,2.69,3.47,34305,59.5,630,7.98,73363,0.5,21.51
"USA","Parkinson's Disease","Respiratory","Senior","Other","Medication","Yes",2024,14.28,7.53,8.67,329225,90.01,1.27,7.94,19698,60.02,3387,4.8,6778,0.73,69.89
"Nigeria","Asthma","Metabolic","Young Adult","Female","Medication","No",2022,7.29,8.44,2.1,61765,63.57,0.88,5.2,44231,60.09,1383,2.96,20216,0.68,35.97
"USA","Parkinson's Disease","Neurological","Adult","Female","Surgery","Yes",2024,9.48,3.35,1.52,178340,75.74,2.82,8.75,43173,58.9,4404,7.18,61986,0.57,57.89
"UK","Zika","Genetic","Adult","Other","Therapy","No",2023,0.65,3.55,8.54,867158,53.31,4.97,3.81,24019,75.72,4067,6.37,49198,0.68,23.73
"Nigeria","Dengue","Metabolic","Adult","Female","Medication","Yes",2020,19.26,2.77,6.92,988170,71.45,1.79,1.05,48344,69.03,398,2.97,19148,0.6,61.45
"UK","COVID-19","Autoimmune","Young Adult","Male","Therapy","No",2020,14.86,5.41,4.96,544085,88.45,1.63,1.12,38574,77.69,919,3.67,50624,0.51,40.73
"Russia","Polio","Cardiovascular","Adult","Other","Surgery","No",2021,2.15,5.85,8.62,443905,88.38,4.34,1.8,36594,52.03,4558,8.32,23456,0.42,64.11
"China","Ebola","Chronic","Senior","Other","Surgery","No",2020,7.75,14.03,0.36,456528,75.04,3.71,4.73,7479,81.72,1341,3.67,96842,0.66,22.72
"Russia","Dengue","Viral","Child","Male","Vaccination","Yes",2022,4.3,12.87,2.76,771190,74.75,3.51,2.45,33981,73.85,1031,8.9,541,0.6,77.14
"China","Cancer","Autoimmune","Senior","Male","Therapy","Yes",2022,2.36,14.42,2.59,811763,73.88,3.6,4.88,7129,88.87,1289,7.92,7359,0.76,81.21
"USA","Influenza","Parasitic","Adult","Female","Medication","Yes",2020,15.08,12.71,2.18,57207,91.01,4.8,1.46,49822,58.26,2257,7,NA,0.83,51.09
"Nigeria","Cancer","Parasitic","Child","Female","Vaccination","Yes",2023,12.16,11.72,4.85,556717,54.83,0.68,6.56,39737,75.56,2438,5.23,28400,0.85,64.5
"Russia","Rabies","Autoimmune","Adult","Other","Vaccination","No",2022,1.3,1.35,4.07,631194,65.55,3.17,2.58,26441,70.73,3787,0.38,28391,0.45,59.05
"India","Polio","Neurological","Senior","Other","Medication","No",2023,0.71,7.23,0.66,217016,75.21,4.02,8.99,48509,60.4,921,1.72,87196,0.57,48.14
"South Africa","COVID-19","Respiratory","Senior","Other","Therapy","Yes",2023,2.67,1.5,1.01,680558,67.18,2.49,4.81,42423,70.05,967,4.92,40393,0.86,64.77
"Nigeria","Cholera","Autoimmune","Child","Female","Surgery","Yes",2024,7.67,13.66,4.74,774313,84.54,1.04,4.05,45761,77.77,1306,0.87,35261,0.82,84.14
"Russia","Tuberculosis","Cardiovascular","Young Adult","Male","Medication","No",2024,16.68,6.83,3.98,823187,94.89,1.67,3.13,37612,94.93,1294,2.59,14723,0.59,45.12
"South Africa","Diabetes","Genetic","Child","Female","Therapy","Yes",2021,6.86,13.63,9.68,251049,92.15,3.57,4.19,38011,73.93,4648,0.82,68950,0.57,31.48
"Argentina","Ebola","Bacterial","Adult","Male","Therapy","No",2021,9.29,8.14,7.54,616625,97.3,3.88,6.93,44575,52.48,2722,0.65,27172,0.89,33.19
"Russia","Polio","Viral","Child","Male","Therapy","No",2021,8.6,14.35,4.56,787977,97.77,2.33,8.07,42738,72.66,1790,3.58,79621,0.55,79.78
"South Africa","Zika","Parasitic","Senior","Other","Therapy","No",2024,1.19,9.08,9.42,147039,84.93,2.98,1.08,39075,70.23,219,1.09,62511,0.62,72.87
"Russia","Leprosy","Autoimmune","Senior","Female","Surgery","Yes",2024,2.43,1.83,8.65,969975,76.44,0.62,5.87,26350,64.7,3170,7.19,78870,0.72,83.72
"UK","Hepatitis","Cardiovascular","Child","Female","Surgery","Yes",2022,0.87,14.84,4.05,397820,91.73,1.16,4.53,8807,76.02,3826,5.82,29275,0.68,89.8
"USA","Malaria","Autoimmune","Young Adult","Male","Therapy","No",2021,16.91,6.71,2.01,661843,94.42,0.75,5.9,542,62.6,2955,7.13,11570,0.88,67.88
"UK","Dengue","Viral","Adult","Female","Therapy","Yes",2022,4.87,3.54,4.22,527489,69.96,1.23,5.82,35361,85.4,479,2.51,21427,0.61,64.55
"China","Hepatitis","Genetic","Child","Other","Therapy","No",2023,14.33,5.61,7.5,678722,57.07,2.02,4.4,9499,86.91,3804,0.09,95073,0.45,66.27
"China","Tuberculosis","Respiratory","Young Adult","Male","Therapy","Yes",2024,0.79,9.69,1.03,9574,69.98,3.19,0.63,15701,58.85,1120,4.08,52266,0.67,75.71
"Nigeria","Cancer","Chronic","Young Adult","Other","Surgery","No",2021,7.33,6.31,4.8,514606,61.69,4.79,5.94,19706,58.3,4543,3.8,58304,0.85,52.08
"Argentina","Zika","Bacterial","Senior","Female","Vaccination","No",2022,4.47,0.96,3.59,325058,76.04,4.71,8.2,10233,77.53,3020,4.91,72151,0.45,85.86
"India","Parkinson's Disease","Respiratory","Young Adult","Other","Vaccination","Yes",2022,14.12,13.92,1.98,286946,66.81,3.49,4.58,36226,60.43,1696,4.16,25022,0.53,25.53
"Argentina","Asthma","Infectious","Child","Male","Vaccination","No",2021,7.21,0.62,1.42,964479,50.09,4.35,6.24,24870,84.24,925,0.67,19937,0.54,26.96
"UK","Dengue","Cardiovascular","Child","Other","Vaccination","No",2023,8.99,8.36,4.35,297711,51.35,0.87,4.11,37155,96.5,2677,0.82,51307,0.51,69.24
"Russia","COVID-19","Autoimmune","Child","Other","Surgery","No",2024,6.82,14.35,4.22,408036,58.74,3.15,1.01,5036,62.9,771,0.31,44707,0.59,29.26
"Argentina","Parkinson's Disease","Chronic","Young Adult","Female","Vaccination","Yes",2021,16.87,10.7,1.72,839008,66.8,2,9.1,6558,96.87,746,7.76,28105,0.83,46.29
"India","Influenza","Cardiovascular","Adult","Female","Medication","No",2020,4.47,4.42,3.62,11612,58.44,2.85,0.64,16307,62.56,2790,1.54,71199,0.64,77.19
"Nigeria","Asthma","Bacterial","Young Adult","Other","Medication","No",2022,9.96,11.86,3.39,603097,90.29,2.64,5.55,3829,97.73,2103,5.03,97004,0.87,78.29
"Argentina","Hypertension","Infectious","Adult","Other","Vaccination","No",2020,8.46,8.1,9.15,91557,64.6,3.8,5.27,35488,52.59,3265,7.75,14833,0.55,56.03
"Russia","Hepatitis","Genetic","Adult","Other","Medication","No",2022,10.2,14.48,5.06,386200,78.71,1.61,3.61,12705,83.59,703,9,35605,0.83,48.88
"UK","COVID-19","Respiratory","Adult","Other","Therapy","Yes",2020,8,0.47,5.76,303900,79.85,4.36,7.34,28130,78.68,573,6.51,62520,0.58,71.31
"Argentina","Asthma","Cardiovascular","Senior","Male","Therapy","No",2021,16.76,9.66,3.1,297516,68.31,4.67,9.74,48349,96.1,4655,9.52,58408,0.56,64.23
"UK","COVID-19","Bacterial","Adult","Female","Medication","No",2024,1.83,4.46,1,268692,54.24,2.64,6.43,45896,53.3,4742,5.14,55997,0.49,72.7
"South Africa","Rabies","Metabolic","Senior","Male","Surgery","No",2024,2.41,8.43,9.16,960125,57.73,0.71,9.74,11240,86.18,4179,3.1,77169,0.9,20.67
"Nigeria","Tuberculosis","Genetic","Adult","Other","Vaccination","Yes",2023,13.45,2.14,3.79,343307,71.97,3.37,7.37,33718,63.3,33,2.2,89177,0.8,78.7
"South Africa","Malaria","Viral","Adult","Other","Therapy","Yes",2020,2.36,5.89,4.79,45658,88.49,3.53,8.46,5587,67.56,132,5.09,77162,0.68,65.82
"UK","Diabetes","Neurological","Adult","Other","Vaccination","Yes",2024,11.51,2.39,4.06,729285,90.81,2.67,4.01,29930,82.78,1482,2.09,88339,0.76,77.2
"China","Measles","Bacterial","Child","Other","Vaccination","Yes",2021,9.58,9.17,5.96,817004,66.81,4.68,9.8,7820,78.75,2499,2.69,71503,0.46,22.31
"UK","COVID-19","Cardiovascular","Child","Other","Medication","Yes",2020,16.93,2.03,8.26,967951,69.21,1.88,2.37,35522,96.11,3036,3.23,98381,0.6,80.36
"Nigeria","Measles","Respiratory","Child","Male","Medication","No",2021,1.86,11.04,4.64,357608,54.03,3.98,8.53,13316,62.45,4547,9.83,44590,0.73,50.05
"Argentina","Polio","Parasitic","Young Adult","Other","Therapy","Yes",2021,16.94,3.65,2.86,929870,98.49,2.61,1.69,43883,78.65,3065,8.23,33419,0.48,54.24
"USA","Influenza","Cardiovascular","Adult","Male","Medication","Yes",2024,5.06,13.81,8.12,44973,79.63,0.85,3.44,23890,58.47,1409,7.99,35452,0.7,70.24
"Nigeria","Polio","Chronic","Adult","Female","Surgery","No",2023,8.95,10.41,5.18,706576,70.54,1.53,5.22,15702,78.15,4739,6.93,78327,0.9,53.15
"South Africa","Malaria","Viral","Adult","Female","Medication","Yes",2021,17.19,0.39,4.86,675793,98.22,2.54,8.6,8793,85.68,1749,2.41,39086,0.83,58.19
"Russia","Influenza","Cardiovascular","Child","Other","Vaccination","Yes",2020,12.21,13.97,8.95,355639,66.54,1.18,7.26,24459,50.46,4747,8.53,41360,0.58,67.4
"USA","Hepatitis","Respiratory","Adult","Female","Medication","No",2022,1.38,11.71,0.8,911479,73.61,3.21,5.4,21910,56.7,1420,4.38,33816,0.43,30.28
"UK","Hepatitis","Genetic","Child","Other","Therapy","Yes",2022,18.2,7.81,0.25,942283,93.89,3.6,7.76,14021,66.85,1814,8.25,46374,0.49,56.53
"Russia","Malaria","Metabolic","Young Adult","Male","Therapy","No",2021,3.91,3.62,1.39,324539,85.13,3.33,3.38,15038,51.15,2086,4.07,94605,0.71,39.48
"Russia","Ebola","Viral","Adult","Other","Vaccination","Yes",2024,2.76,11.78,9.48,954430,57.56,1.59,2.74,21042.17,96.93,64,5.3,64433,0.73,44.57
"UK","Measles","Cardiovascular","Senior","Other","Therapy","Yes",2023,1.43,5.04,3.13,120901,60.47,0.73,1.39,49006,94.59,3727,7.55,78412,0.5,53.87
"Nigeria","Ebola","Neurological","Child","Other","Medication","No",2021,16.37,4.43,7.48,664256,97.91,4.89,3.68,30963,53.7,4795,0.95,49422,0.41,59.16
"Argentina","Alzheimer's Disease","Viral","Young Adult","Other","Therapy","Yes",2020,10.88,13.82,8.25,507184,78.89,0.9,7.7,18149,89.8,485,0.26,92165,0.72,25.54
"Nigeria","Diabetes","Genetic","Child","Female","Medication","No",2020,11.18,11.67,5.28,716859,80.2,3.82,8.34,35620,71.52,4490,4.83,15069,0.67,52.09
"Argentina","Measles","Neurological","Senior","Female","Surgery","Yes",2020,2.61,5.23,4.11,725045,98.59,4.53,7.01,14327,69.5,4416,7.19,29319,0.7,86.15
"USA","Parkinson's Disease","Genetic","Senior","Female","Vaccination","No",2024,17.69,1.04,0.96,643028,79.13,4.54,8.87,3854,90.61,1790,6.26,64506,0.79,30.1
"China","Leprosy","Cardiovascular","Adult","Female","Vaccination","Yes",2020,13.66,2.13,4.88,935786,83.32,3.82,3.62,15492,50.46,3824,8.85,25339,0.63,70.82
"Argentina","Zika","Respiratory","Senior","Female","Medication","No",2021,19.61,3.39,3.1,171996,62.97,1.4,5.04,12002,93.85,1341,6.96,16382,0.86,64.62
"USA","Asthma","Bacterial","Young Adult","Female","Surgery","No",2022,9.46,6.84,2.29,817517,73.61,2.22,8.64,10603,91.59,4209,6.68,76791,0.66,77.87
"Russia","COVID-19","Chronic","Young Adult","Other","Medication","No",2024,18.83,7.19,4.1,626776,98.89,4.37,4.68,46792,77.69,3899,2.64,40313,0.62,75.24
"India","Malaria","Neurological","Young Adult","Other","Medication","Yes",2024,12.89,10.59,7.41,602583,87.66,1.99,9.4,30083,63.17,3160,1.54,67839,0.47,72.15
